,Book Name,Author Name,Publisher,Publish Date,Purchase Info,Page Numbers,Cover Type,Paper Type,Rate,Rating Count,Review Count,Fav Count,To-Read List Count,Price,Discount
349,İki Yıl Okul Tatili,Jules Verne,BİLGİ ÇOCUK KİTAPLARI,23/12/2022,Bu üründen 7071 adet satın alınmıştır,152.0,Karton Kapak,,5.0,171.0,72.0,1008,79.0,31.25,Kazanacağınız Puan: 36
350,Bağırmayan Anneler,Hatice Kübra Tongar,HAYY KİTAP,08/11/2022,Bu üründen 76499 adet satın alınmıştır,176.0,Karton Kapak,,4.0,3167.0,1348.0,12340,,73.3,Kazanacağınız Puan: 56
351,Keloğlan Oruç Peşinde,Merve Gülcemal,CEZVE ÇOCUK,04/05/2021,Bu üründen 14387 adet satın alınmıştır,36.0,Karton Kapak,,5.0,413.0,246.0,3114,178.0,55.76,Kazanacağınız Puan: 62
352,2023 Kitapyurdu Masa Takvimi (Kediler),,ÜÇ HARF YAYINCILIK,25/10/2022,,,,,5.0,69.0,45.0,401,,35.1,Kazanacağınız Puan: 34
353,Tatar Çölü,Dino Buzzati,İLETİŞİM YAYINLARI,03/08/2021,Bu üründen 16101 adet satın alınmıştır,232.0,Karton Kapak,,5.0,1190.0,633.0,10218,742.0,114.0,Kazanacağınız Puan: 92
354,Zaman Bisikleti  2 - Geçmişten Gelen Konuklar,Bilgin Adalı,CAN ÇOCUK YAYINLARI,13/05/2022,Bu üründen 17197 adet satın alınmıştır,107.0,Karton Kapak,,5.0,454.0,170.0,2180,229.0,48.1,Kazanacağınız Puan: 46
355,İlk Okuma - Gece ve Gündüz,Emily Bone,TÜBİTAK YAYINLARI,01/07/2022,Bu üründen 2766 adet satın alınmıştır,32.0,Karton Kapak,,5.0,41.0,16.0,613,32.0,11.05,Kazanacağınız Puan: 20
356,Asr-ı Saadet Atlası,Merve Safa Likoğlu,HÜDHÜD KİTAP,01/04/2023,Bu üründen 2418 adet satın alınmıştır,36.0,Karton Kapak,,5.0,54.0,30.0,927,65.0,57.06,Kazanacağınız Puan: 110
357,Sevme Sanatı / Bir Eylem Olarak Sevmek (Modern Kapak),Erich Fromm,SAY YAYINLARI,18/10/2023,Bu üründen 8567 adet satın alınmıştır,200.0,Karton Kapak,,5.0,185.0,81.0,5088,260.0,90.0,Kazanacağınız Puan: 44
358,Çocuklarınıza Tutunun,"Gabor Mate,  

 Gordon Neufeld",HEP KİTAP,10/02/2023,Bu üründen 5221 adet satın alınmıştır,498.0,Karton Kapak,,5.0,104.0,39.0,2953,137.0,104.05,Kazanacağınız Puan: 88
359,Huşu Ağacı,Funda Uçuk Er,CEZVE KİTAP,14/05/2020,Bu üründen 8089 adet satın alınmıştır,208.0,Karton Kapak,,5.0,199.0,140.0,1928,155.0,61.02,Kazanacağınız Puan: 84
360,Ateş / Uyumsuz Defne Kaman'ın Maceraları,Buket Uzuner,EVEREST YAYINLARI,26/10/2023,Bu üründen 2064 adet satın alınmıştır,472.0,Karton Kapak,,5.0,50.0,30.0,831,75.0,169.2,Kazanacağınız Puan: 196
361,Çaba Göstermeye Değer,"Aleix Cabrera,  

 Vinyet Montaner",TÜBİTAK YAYINLARI,01/01/2016,Bu üründen 3569 adet satın alınmıştır,37.0,Karton Kapak,,5.0,92.0,47.0,575,44.0,7.5,Kazanacağınız Puan: 14
362,Bu Benim Bedenim,Hatice Kübra Tongar,HAYY KİTAP,04/03/2022,Bu üründen 6141 adet satın alınmıştır,128.0,Karton Kapak,,5.0,77.0,48.0,2293,158.0,60.01,Kazanacağınız Puan: 48
363,Benim Adım Sena,Julia Sena Yamanoğlu,NESİL YAYINLARI,12/01/2023,Bu üründen 8158 adet satın alınmıştır,192.0,Karton Kapak,,5.0,126.0,89.0,2298,375.0,60.0,Kazanacağınız Puan: 78
364,Çarpık Aşk / Twisted Serisi Birinci Kitap,Ana Huang,MARTI YAYINLARI,13/01/2023,Bu üründen 2175 adet satın alınmıştır,480.0,Karton Kapak,,4.0,33.0,13.0,1813,104.0,80.0,Kazanacağınız Puan: 104
365,Bütün-Beyinli Çocuk  Çocuğunuzun Gelişmekte Olan Beynini Güçlendirmek İçin Devrim Niteliğinde 12 Strateji,"Tina Payne Bryson,  

 Daniel J. Siegel",DİYOJEN YAYINCILIK,01/08/2019,Bu üründen 6025 adet satın alınmıştır,250.0,Karton Kapak,,5.0,57.0,36.0,2339,121.0,75.9,Kazanacağınız Puan: 70
366,Kitaplar ve Sigaralar,George Orwell,KAPRA YAYINCILIK,06/01/2021,Bu üründen 6497 adet satın alınmıştır,111.0,Karton Kapak,,5.0,199.0,91.0,3138,267.0,13.33,Kazanacağınız Puan: 14
367,Bülbülü Öldürmek,Harper Lee,EPSİLON YAYINEVİ,06/03/2020,Bu üründen 10430 adet satın alınmıştır,360.0,Karton Kapak,,5.0,368.0,214.0,11346,638.0,96.32,Kazanacağınız Puan: 110
368,Ara ve Bul Resimli Bulmacalar - Dinozorlar,Gareth Lucas,TÜBİTAK YAYINLARI,24/06/2022,Bu üründen 3211 adet satın alınmıştır,32.0,Karton Kapak,,5.0,72.0,37.0,642,44.0,13.5,Kazanacağınız Puan: 26
369,Uçabileceğini Hayal Eden Tavuk,Sun-Mı Hwang,TİMAŞ GENÇ,15/04/2022,Bu üründen 7991 adet satın alınmıştır,96.0,Karton Kapak,,5.0,226.0,114.0,2014,165.0,40.9,Kazanacağınız Puan: 46
370,Yarın Yok,Ayşe Kulin,EVEREST YAYINLARI,19/05/2023,Bu üründen 2053 adet satın alınmıştır,160.0,Karton Kapak,,4.0,42.0,26.0,1039,108.0,82.8,Kazanacağınız Puan: 132
371,Borsa'da Tek Başına,"Peter Lynch,  

 John Rothchild",SCALA YAYINCILIK,19/06/2020,Bu üründen 9067 adet satın alınmıştır,306.0,Karton Kapak,,5.0,172.0,93.0,3437,213.0,169.37,Kazanacağınız Puan: 180
372,Sille,Hüma Çalışkan,AİLE YAYINLARI,11/10/2023,Bu üründen 2082 adet satın alınmıştır,128.0,Karton Kapak,,5.0,13.0,9.0,175,26.0,38.6,Kazanacağınız Puan: 78
373,Bir Anne Değişiyor,Rumeysa Küçük Koyuncu,BEKA YAYINLARI,28/10/2022,Bu üründen 2233 adet satın alınmıştır,440.0,Karton Kapak,,5.0,19.0,13.0,622,60.0,130.0,Kazanacağınız Puan: 130
374,Dünyaya Geldim Gitmeye,"Dr. Kemal Sayar,  

 Sadettin Ökten",TURKUVAZ KİTAP,01/03/2020,Bu üründen 12650 adet satın alınmıştır,285.0,Karton Kapak,,5.0,469.0,232.0,6677,409.0,108.0,Kazanacağınız Puan: 68
375,Ağrıdağı Efsanesi,Yaşar Kemal,YAPI KREDİ YAYINLARI,07/06/2019,Bu üründen 23546 adet satın alınmıştır,120.0,Karton Kapak,,5.0,1911.0,977.0,8596,803.0,54.45,Kazanacağınız Puan: 36
376,Aydede Peynir Değildir,Selda Yaşar,CAN ÇOCUK YAYINLARI,06/06/2023,Bu üründen 1933 adet satın alınmıştır,48.0,Karton Kapak,,5.0,14.0,12.0,387,21.0,35.75,Kazanacağınız Puan: 72
377,Ölü Ozanlar Derneği,N. H. Kleinbaum,BİLGE KÜLTÜR SANAT,21/10/2022,Bu üründen 20281 adet satın alınmıştır,136.0,Karton Kapak,,5.0,1238.0,591.0,3460,214.0,49.3,Kazanacağınız Puan: 42
378,Herkes İçin Siyer 1.Cilt  Peygamberimiz'in (s.a.v.) Hayatı / Mekke Dönemi,"Muhammed Emin Yıldırım,  

 Bekir Develi",PROFİL KİTAP,15/10/2021,Bu üründen 26130 adet satın alınmıştır,264.0,Karton Kapak,,5.0,688.0,390.0,8339,,125.4,Kazanacağınız Puan: 90
379,Martı Jonathan Livingston,Richard Bach,EPSİLON YAYINEVİ,01/01/2015,Bu üründen 65136 adet satın alınmıştır,152.0,Karton Kapak,,5.0,5676.0,2670.0,19955,,70.44,Kazanacağınız Puan: 80
380,Anayurt Oteli,Yusuf Atılgan,CAN YAYINLARI,13/06/2022,Bu üründen 24547 adet satın alınmıştır,128.0,Karton Kapak,,4.0,1589.0,715.0,10671,996.0,45.9,Kazanacağınız Puan: 30
381,Hayati Meseleler,Hayati İnanç,BABIALİ KÜLTÜR YAYINCILIĞI,06/12/2022,Bu üründen 2033 adet satın alınmıştır,176.0,Karton Kapak,,5.0,61.0,36.0,1105,119.0,57.7,Kazanacağınız Puan: 76
382,Akıllı Yatırımcı,"Benjamin Graham,  

 Jason Zweig,  

 Warren Buffett",EPSİLON YAYINEVİ,03/03/2020,Bu üründen 4492 adet satın alınmıştır,648.0,Karton Kapak,,5.0,87.0,49.0,4670,318.0,267.19,Kazanacağınız Puan: 196
383,Kürk Mantolu Madonna (Cep Boy) (Tam Metin),Sabahattin Ali,KARBON KİTAPLAR,14/05/2019,Bu üründen 14695 adet satın alınmıştır,212.0,Karton Kapak,,5.0,461.0,238.0,2188,213.0,8.9,Kazanacağınız Puan: 8
384,Akhilleus’un Şarkısı,Madeline Miller,İTHAKİ YAYINLARI,13/07/2022,Bu üründen 19108 adet satın alınmıştır,376.0,Karton Kapak,,5.0,715.0,355.0,12108,818.0,165.6,Kazanacağınız Puan: 70
385,Üç Kedi Bir Dilek,Sara Şahinkanat,YAPI KREDİ YAYINLARI,10/10/2022,Bu üründen 41850 adet satın alınmıştır,32.0,Ciltli,,5.0,2314.0,1367.0,7859,435.0,54.3,Kazanacağınız Puan: 62
386,Bir Psikiyatristin Gizli Defteri  En Sıradışı Vakalar,"Dr. Gary Small,  

 Gigi Vorgan",DOĞAN KİTAP,24/01/2018,Bu üründen 14906 adet satın alınmıştır,336.0,Karton Kapak,,5.0,826.0,395.0,10149,643.0,84.3,Kazanacağınız Puan: 110
387,İlk Okuma - Uçaklar,Fiona Patchett,TÜBİTAK YAYINLARI,09/08/2017,Bu üründen 5777 adet satın alınmıştır,33.0,Karton Kapak,,5.0,215.0,89.0,848,69.0,11.05,Kazanacağınız Puan: 20
388,Dramsız Disiplin,"Tina Payne Bryson,  

 Daniel J. Siegel",PEGASUS YAYINLARI,05/04/2019,Bu üründen 17342 adet satın alınmıştır,304.0,Karton Kapak,,5.0,437.0,226.0,7374,434.0,179.4,Kazanacağınız Puan: 70
389,Günübirlik Hayatlar,Irvin D. Yalom,PEGASUS YAYINLARI,15/03/2016,Bu üründen 21138 adet satın alınmıştır,208.0,Karton Kapak,,4.0,1397.0,651.0,10864,990.0,149.4,Kazanacağınız Puan: 84
390,Beden Dili  Eski FBI Ajanından İnsanların Bedenini Okuma Rehberi,"Joe Navarro,  

 Marvin Karlins",ALFA YAYINLARI,23/10/2023,Bu üründen 8772 adet satın alınmıştır,300.0,Karton Kapak,,4.0,445.0,242.0,8509,505.0,116.65,Kazanacağınız Puan: 118
391,Devlet Ana,Kemal Tahir,KETEBE YAYINEVİ,08/12/2022,Bu üründen 2013 adet satın alınmıştır,656.0,Karton Kapak,,5.0,58.0,17.0,1363,86.0,65.34,Kazanacağınız Puan: 118
392,Milena’ya Mektuplar,Franz Kafka,KAPRA YAYINCILIK,27/05/2021,Bu üründen 5108 adet satın alınmıştır,240.0,Karton Kapak,,4.0,59.0,34.0,2079,119.0,19.04,Kazanacağınız Puan: 20
393,Yürümenin Felsefesi,Frederic Gros,KOLEKTİF KİTAP,19/06/2017,Bu üründen 13783 adet satın alınmıştır,192.0,Karton Kapak,,4.0,604.0,263.0,7964,679.0,72.0,Kazanacağınız Puan: 66
394,Fedailerin Kalesi Alamut,Vladimir Bartol,KORİDOR YAYINCILIK,09/03/2012,Bu üründen 31503 adet satın alınmıştır,510.0,Karton Kapak,,5.0,3438.0,1889.0,14100,,103.49,Kazanacağınız Puan: 86
395,Ateşten Kaçmak,Vladimir Tumanov,GÜNIŞIĞI KİTAPLIĞI,04/10/2022,Bu üründen 2404 adet satın alınmıştır,212.0,Karton Kapak,,5.0,44.0,17.0,588,69.0,85.0,Kazanacağınız Puan: 82
396,Sanki İlk Defa Namaz Kılıyorum; Tadı Bir Başkaydı…,Dr. Halid Ebu Şadi,NİDA YAYINCILIK,12/11/2019,Bu üründen 2096 adet satın alınmıştır,160.0,Karton Kapak,,5.0,30.0,21.0,401,52.0,74.65,Kazanacağınız Puan: 52
397,Küçük Yuvarlak Taşlar,Melisa Kesmez,İLETİŞİM YAYINLARI,08/08/2022,Bu üründen 3438 adet satın alınmıştır,84.0,Karton Kapak,,5.0,76.0,46.0,1320,86.0,50.51,Kazanacağınız Puan: 48
398,Incognito  Beynin Gizli Hayatı,David Eagleman,DOMİNGO YAYINEVİ,02/10/2019,Bu üründen 26434 adet satın alınmıştır,304.0,Karton Kapak,,4.0,1489.0,671.0,13247,,97.68,Kazanacağınız Puan: 92
399,Alem-ı İslam Yazıları,Taha Kılınç,KETEBE YAYINEVİ,14/04/2023,Bu üründen 1977 adet satın alınmıştır,800.0,Karton Kapak,,5.0,43.0,16.0,1215,113.0,253.33,Kazanacağınız Puan: 398
400,İletişim Donanımları,Doğan Cüceloğlu,REMZİ KİTABEVİ,18/10/2019,Bu üründen 23306 adet satın alınmıştır,200.0,Karton Kapak,,5.0,924.0,499.0,9637,556.0,75.24,Kazanacağınız Puan: 68
401,Eylül,Mehmed Rauf,KAPRA YAYINCILIK,13/01/2021,Bu üründen 6851 adet satın alınmıştır,286.0,Karton Kapak,,5.0,152.0,69.0,2433,229.0,19.04,Kazanacağınız Puan: 20
402,Kumarbaz,Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,24/11/2021,Bu üründen 3443 adet satın alınmıştır,184.0,Karton Kapak,,5.0,35.0,16.0,1149,55.0,16.88,Kazanacağınız Puan: 14
403,Kar Çorbası,Fatıma Merve İnan,KİTAPYURDU DOĞRUDAN YAYINCILIK (KDY),10/05/2023,Bu üründen 5192 adet satın alınmıştır,50.0,Karton Kapak,,5.0,16.0,8.0,204,49.0,50.0,Kazanacağınız Puan: 100
404,Nar Ağacı,Prof. Dr. Nazan Bekiroğlu,TİMAŞ YAYINLARI,05/09/2019,Bu üründen 52708 adet satın alınmıştır,536.0,Karton Kapak,,5.0,5634.0,3190.0,29664,,165.0,Kazanacağınız Puan: 126
405,Avucundaki Öpücük,Audrey Penn,BUTİK YAYINCILIK,,Bu üründen 6929 adet satın alınmıştır,32.0,Karton Kapak,,5.0,231.0,145.0,4540,134.0,64.8,Kazanacağınız Puan: 74
406,Bekleyecek Vaktim Kalmadı Artık,Jean-Louis Fournier,YAPI KREDİ YAYINLARI,07/10/2022,Bu üründen 2496 adet satın alınmıştır,104.0,Karton Kapak,,4.0,75.0,40.0,2076,108.0,38.5,Kazanacağınız Puan: 36
407,Kadın Beyni Erkek Beyni,Serkan Karaismailoğlu,ELMA YAYINEVİ,03/02/2016,Bu üründen 24508 adet satın alınmıştır,224.0,Karton Kapak,,5.0,1354.0,760.0,9720,792.0,77.55,Kazanacağınız Puan: 82
408,Değirmen,Sabahattin Ali,YAPI KREDİ YAYINLARI,14/10/2019,Bu üründen 48197 adet satın alınmıştır,137.0,Karton Kapak,,5.0,4022.0,1749.0,13972,,14.26,Kazanacağınız Puan: 18
409,Duvarın Ardı   Dünyanın Son İnsanları,Tuğba Coşkuner,CEZVE ÇOCUK,24/09/2021,Bu üründen 7121 adet satın alınmıştır,208.0,Karton Kapak,,5.0,138.0,79.0,1254,147.0,67.98,Kazanacağınız Puan: 76
410,Vanilya Kokulu Mektuplar (Ciltsiz),Sevim Ak,CAN ÇOCUK YAYINLARI,07/02/2019,Bu üründen 28441 adet satın alınmıştır,128.0,Karton Kapak,,5.0,749.0,243.0,1116,113.0,53.5,Kazanacağınız Puan: 48
411,İlk Okuma - Çöp ve Geri Dönüşüm,Stephanie Turnbull,TÜBİTAK YAYINLARI,27/08/2019,Bu üründen 4974 adet satın alınmıştır,32.0,Karton Kapak,,5.0,209.0,93.0,895,53.0,11.25,Kazanacağınız Puan: 12
412,Derviş Kelamı,Funda Uçuk Er,HAYY KİTAP,13/04/2022,Bu üründen 5554 adet satın alınmıştır,200.0,Karton Kapak,,5.0,92.0,69.0,1386,124.0,75.0,Kazanacağınız Puan: 52
413,Kumarbaz (Cep Boy) (Tam Metin),Fyodor Mihailoviç Dostoyevski,KARBON KİTAPLAR,24/05/2019,Bu üründen 12588 adet satın alınmıştır,220.0,Karton Kapak,,5.0,338.0,170.0,2243,253.0,8.9,Kazanacağınız Puan: 8
414,Siber Kahramanlar,Feyza Şahin,ERDEM ÇOCUK YAYINLARI,14/04/2022,Bu üründen 2446 adet satın alınmıştır,160.0,Karton Kapak,,5.0,24.0,12.0,247,35.0,45.5,Kazanacağınız Puan: 50
415,Domates Saçlı Kız,Sevim Ak,CAN ÇOCUK YAYINLARI,19/02/2019,Bu üründen 17850 adet satın alınmıştır,192.0,Karton Kapak,,5.0,465.0,155.0,2451,200.0,70.9,Kazanacağınız Puan: 66
416,Kalbin Sırları,İmam Gazali,NESİL YAYINLARI,20/01/2022,Bu üründen 2317 adet satın alınmıştır,120.0,Karton Kapak,,5.0,16.0,11.0,1932,86.0,39.0,Kazanacağınız Puan: 38
417,Kitleler Psikolojisi (Cep Boy)  (Tam Metin),Gustave Le Bon,KARBON KİTAPLAR,15/08/2020,Bu üründen 5734 adet satın alınmıştır,208.0,Karton Kapak,,5.0,147.0,68.0,1649,176.0,8.9,Kazanacağınız Puan: 8
418,"Diriliş (2 Cilt Takım) (Ciltli, İplik Dikişli)",Lev N. Tolstoy,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2103 adet satın alınmıştır,544.0,Ciltli,,5.0,35.0,20.0,1764,87.0,59.8,Kazanacağınız Puan: 80
419,Sıfır Noktasındaki Kadın,Neval el-Saadavi,METİS YAYINLARI,09/05/2023,Bu üründen 8891 adet satın alınmıştır,112.0,Karton Kapak,,5.0,649.0,395.0,4772,327.0,57.9,Kazanacağınız Puan: 56
420,Küçük Kara Balık,Samed Behrengi,KAPRA YAYINCILIK,21/12/2020,Bu üründen 8709 adet satın alınmıştır,56.0,Karton Kapak,,5.0,87.0,48.0,1188,77.0,19.04,Kazanacağınız Puan: 14
421,"Bu Da Geçecek  Değişim, Kriz ve Umut Dolu Başlangıç Hikayeleri",Julia Samuel,EKSİK PARÇA YAYINLARI,10/05/2023,Bu üründen 1851 adet satın alınmıştır,416.0,Karton Kapak,,5.0,14.0,7.0,1903,85.0,112.2,Kazanacağınız Puan: 80
422,Allah ile Konuşturan Namaz,Mehmet  Yıldız,TİMAŞ YAYINLARI,12/04/2022,Bu üründen 7810 adet satın alınmıştır,240.0,Karton Kapak,,5.0,75.0,49.0,2612,226.0,105.6,Kazanacağınız Puan: 90
423,Uzakların Şarkısı,Kaan Murat Yanık,KETEBE YAYINEVİ,03/08/2023,Bu üründen 1893 adet satın alınmıştır,392.0,Karton Kapak,,5.0,56.0,32.0,803,105.0,64.68,Kazanacağınız Puan: 122
424,Şimdiki Çocuklar Harika,Aziz Nesin,NESİN YAYINEVİ,01/10/2013,Bu üründen 18883 adet satın alınmıştır,224.0,Karton Kapak,,5.0,800.0,417.0,5223,408.0,72.0,Kazanacağınız Puan: 72
425,Dorian Gray’in Portresi (Cep Boy) (Tam Metin),Oscar Wilde,KARBON KİTAPLAR,27/11/2019,Bu üründen 6342 adet satın alınmıştır,312.0,Karton Kapak,,5.0,193.0,91.0,1576,165.0,8.9,Kazanacağınız Puan: 8
426,Kürk Mantolu Madonna,Sabahattin Ali,KAPRA YAYINCILIK,13/01/2021,Bu üründen 7271 adet satın alınmıştır,176.0,Karton Kapak,,5.0,75.0,40.0,1297,80.0,9.9,Kazanacağınız Puan: 14
427,Dünyanın Merkezine Yolculuk,Jules Verne,BİLGİ ÇOCUK KİTAPLARI,01/02/2015,Bu üründen 6664 adet satın alınmıştır,176.0,Karton Kapak,,5.0,197.0,76.0,1113,102.0,31.25,Kazanacağınız Puan: 36
428,Uçurtma Avcısı,Khaled Hosseini,EVEREST YAYINLARI,22/05/2023,Bu üründen 31839 adet satın alınmıştır,375.0,Karton Kapak,,5.0,5245.0,3245.0,23645,,123.84,Kazanacağınız Puan: 118
429,Kainatın Efendisi Peygamberimizin Hayatı (Tek Cilt),Salih Suruç,NESİL YAYINLARI,02/08/2022,Bu üründen 14210 adet satın alınmıştır,848.0,Ciltli,,5.0,598.0,320.0,3800,348.0,220.1,Kazanacağınız Puan: 264
430,Allah İçin Sevmek,İmam Gazali,NESİL YAYINLARI,20/01/2022,Bu üründen 2418 adet satın alınmıştır,104.0,Karton Kapak,,5.0,19.0,12.0,2058,86.0,39.0,Kazanacağınız Puan: 38
431,Sevme Sanatı / Bir Eylem Olarak Sevmek,Erich Fromm,SAY YAYINLARI,22/02/2022,Bu üründen 6192 adet satın alınmıştır,200.0,Karton Kapak,,5.0,169.0,85.0,3448,176.0,90.0,Kazanacağınız Puan: 50
432,Çöle İnen Nur (kod39),Necip Fazıl Kısakürek,BÜYÜK DOĞU YAYINLARI,01/04/2013,Bu üründen 22210 adet satın alınmıştır,608.0,Karton Kapak,,5.0,1638.0,870.0,9889,,105.76,Kazanacağınız Puan: 124
433,Kabe’yi İnşa Eden Peygamberler - Hz. İbrahim  Hz. İsmail,Merve Gülcemal,DÜŞ DEĞİRMENİ KİTAPLIĞI,24/02/2023,Bu üründen 1862 adet satın alınmıştır,48.0,Karton Kapak,,5.0,32.0,18.0,1002,34.0,61.88,Kazanacağınız Puan: 96
434,2023 Atatürk Ajandası (Büyük Boy),,ÜÇ HARF YAYINCILIK,25/10/2022,,,,,5.0,30.0,19.0,348,,47.25,Kazanacağınız Puan: 40
435,Buz Çetesi 1 / Tehlikeye Dur De!,Yücel Öztürk,CEZVE ÇOCUK,14/04/2021,Bu üründen 3886 adet satın alınmıştır,128.0,Karton Kapak,,5.0,77.0,32.0,438,53.0,53.46,Kazanacağınız Puan: 56
436,Festergrimm (Karton Kapak),Thomas Taylor,TİMAŞ GENÇ,06/12/2022,Bu üründen 1761 adet satın alınmıştır,320.0,Karton Kapak,,5.0,43.0,27.0,728,85.0,95.7,Kazanacağınız Puan: 114
437,Kurt Kanunu,Kemal Tahir,KETEBE YAYINEVİ,08/12/2022,Bu üründen 1779 adet satın alınmıştır,304.0,Karton Kapak,,5.0,33.0,10.0,995,65.0,61.1,Kazanacağınız Puan: 112
438,Gazi Mustafa Kemal Atatürk,Prof. Dr. İlber Ortaylı,KRONİK KİTAP,09/06/2020,Bu üründen 57503 adet satın alınmıştır,480.0,Karton Kapak,,5.0,5026.0,1952.0,16811,,111.03,Kazanacağınız Puan: 84
439,"Türkçülüğün Esasları (Ciltli, İplik Dikişli)",Ziya Gökalp,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2135 adet satın alınmıştır,176.0,Ciltli,,5.0,34.0,15.0,1775,92.0,29.9,Kazanacağınız Puan: 40
440,"Deniz Feneri (Ciltli, İplik Dikişli)",Virginia Woolf,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2207 adet satın alınmıştır,208.0,Ciltli,,5.0,32.0,15.0,2285,82.0,29.9,Kazanacağınız Puan: 40
441,Mısır'a Sultanı Kuyudan Gelir  Yusuf Suresi Tefsiri,Yasin Pişgin,TİMAŞ YAYINLARI,08/03/2022,Bu üründen 3631 adet satın alınmıştır,296.0,Karton Kapak,,5.0,121.0,75.0,2542,177.0,118.8,Kazanacağınız Puan: 94
442,Her Şey Bir Öğretmeni Sevmekle Başlar,İhsan Kartoğlu,HOLDEN KİTAP,02/10/2023,Bu üründen 1935 adet satın alınmıştır,200.0,Karton Kapak,,5.0,11.0,7.0,304,89.0,80.0,Kazanacağınız Puan: 166
443,"Dorian Gray'in Portresi (Ciltli, İplik Dikişli)",Oscar Wilde,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2210 adet satın alınmıştır,264.0,Ciltli,,5.0,42.0,22.0,1781,75.0,29.9,Kazanacağınız Puan: 40
444,"Yeraltından Notlar (Ciltli, İplik Dikişli)",Fyodor Mihailoviç Dostoyevski,KAPRA YAYINCILIK,26/07/2022,Bu üründen 2276 adet satın alınmıştır,136.0,Ciltli,,5.0,33.0,20.0,1813,62.0,29.9,Kazanacağınız Puan: 40
445,İnci,John Steinbeck,SEL YAYINCILIK,13/11/2023,Bu üründen 27867 adet satın alınmıştır,102.0,Karton Kapak,,5.0,1852.0,885.0,12670,,66.5,Kazanacağınız Puan: 38
446,Ayasofya'da Bir Gece,Rana Demiriz,TİMAŞ GENÇ,10/03/2020,Bu üründen 8717 adet satın alınmıştır,192.0,Karton Kapak,,5.0,225.0,98.0,1577,172.0,69.3,Kazanacağınız Puan: 70
447,Korkusuz Ronaldo,Diego Roberto,DOKUZ YAYINLARI,12/07/2021,Bu üründen 2338 adet satın alınmıştır,160.0,Karton Kapak,,4.0,28.0,17.0,235,41.0,31.9,Kazanacağınız Puan: 36
448,Benim Peygamber’im Hayvanları Çok Severdi,Merve Gülcemal,CEZVE ÇOCUK,05/05/2022,Bu üründen 3746 adet satın alınmıştır,24.0,Karton Kapak,,5.0,42.0,23.0,1440,41.0,52.8,Kazanacağınız Puan: 64
449,Bir Kimya Meselesi,Bonnie Garmus,ALTIN KİTAPLAR,10/06/2023,Bu üründen 1687 adet satın alınmıştır,416.0,Karton Kapak,,5.0,33.0,24.0,1231,86.0,99.22,Kazanacağınız Puan: 186
450,Küçük Detaylar,Lauren Asher,OLİMPOS YAYINLARI,11/10/2022,Bu üründen 1810 adet satın alınmıştır,432.0,Karton Kapak,,4.0,34.0,19.0,1609,75.0,91.44,Kazanacağınız Puan: 150
451,Ezbere Yaşayanlar  Vazgeçemediğimiz Alışkanlıklarımızın Kökenleri,Emrah Safa Gürkan,KRONİK KİTAP,10/01/2022,Bu üründen 13433 adet satın alınmıştır,400.0,Karton Kapak,,5.0,301.0,159.0,4149,600.0,75.41,Kazanacağınız Puan: 60
452,Balıkçı ve Oğlu,Zülfü Livaneli,İNKILAP KİTABEVİ,01/06/2021,Bu üründen 23477 adet satın alınmıştır,140.0,Karton Kapak,,5.0,635.0,409.0,8051,745.0,54.79,Kazanacağınız Puan: 58
453,İtiraflarım,Lev N. Tolstoy,KAPRA YAYINCILIK,28/11/2020,Bu üründen 7665 adet satın alınmıştır,88.0,Karton Kapak,,5.0,186.0,77.0,2589,212.0,9.9,Kazanacağınız Puan: 14
454,Köpek Gibi Büyütülmüş Çocuk,"Maia Szalavitz,  

 Bruce D. Perry",KORİDOR YAYINCILIK,06/11/2017,Bu üründen 18472 adet satın alınmıştır,456.0,Karton Kapak,,5.0,1024.0,548.0,10009,825.0,110.86,Kazanacağınız Puan: 86
455,Bir Çift Yürek,Marlo Morgan,KLAN YAYINLARI,01/09/2013,Bu üründen 24051 adet satın alınmıştır,246.0,Karton Kapak,,5.0,1540.0,1137.0,9905,747.0,90.1,Kazanacağınız Puan: 56
456,"Atlas   Kıtalar, Denizler Ve Kültürler Arası Yolculuk Rehberi","Aleksandra Mizielinska,  

 Daniel Mizielinski",DOMİNGO ÇOCUK,22/11/2021,Bu üründen 9502 adet satın alınmıştır,108.0,Ciltli,,5.0,481.0,303.0,4915,197.0,277.2,Kazanacağınız Puan: 324
457,Sır,Mustafa Kutlu,DERGAH YAYINLARI,01/05/2012,Bu üründen 21451 adet satın alınmıştır,96.0,Karton Kapak,,5.0,1333.0,503.0,5786,635.0,62.85,Kazanacağınız Puan: 42
458,Kırmızı Saçlı Kadın,Orhan Pamuk,YAPI KREDİ YAYINLARI,02/09/2019,Bu üründen 43969 adet satın alınmıştır,204.0,Karton Kapak,,4.0,4712.0,2122.0,16733,,60.9,Kazanacağınız Puan: 46
459,Asude Bahçe,Funda Uçuk Er,CEZVE KİTAP,09/06/2021,Bu üründen 5875 adet satın alınmıştır,256.0,Karton Kapak,,5.0,114.0,85.0,1204,105.0,74.58,Kazanacağınız Puan: 78
